strategy,final_nav,annual,max_dd,sharpe,trades,win_rate,avg_holding
策略3收盘版：1.5倍阈值+周一收盘买卖,16.364441284373,47.49933732263272,-26.649607839708718,1.5708331372259867,99,54.08163265306123,26.5
