strategy,final_nav,annual,max_dd,sharpe,trades,win_rate,avg_holding
策略6开盘版：无阈值+周一开盘买卖,11.759674412000003,40.87564503326486,-20.410098409234795,1.4435430923267363,115,55.26315789473685,22.596491228070175
