strategy,final_nav,annual,max_dd,sharpe,trades,win_rate,avg_holding
策略1: 1.5倍阈值+周五收盘买卖,17.385961589799997,48.746473625268074,-18.667589135110056,1.6804605435540352,99,56.12244897959183,26.357142857142858
策略2: 1.5倍阈值+周五收盘卖/周一开盘买,15.352445346875003,46.19589067320922,-18.544737044333782,1.5966834658533744,99,57.14285714285714,22.928571428571427
策略3: 1.5倍阈值+周一收盘卖/周一收盘买,16.364441284373,47.49933732263272,-26.649607839708718,1.5708331372259867,99,54.08163265306123,26.5
策略4: 无阈值+周五收盘买卖,14.352180642619999,44.83271712451655,-18.667132245571178,1.6546556247928994,109,58.333333333333336,24.24074074074074
策略5: 无阈值+周五收盘卖/周一开盘买,12.862448501031999,42.642457405054614,-18.544737942597838,1.5652600492056072,109,60.18518518518518,20.787037037037038
策略6: 无阈值+周一收盘卖/周一收盘买,12.481431802867998,42.04729104559108,-26.64981131614386,1.4565294230680026,109,57.407407407407405,24.24074074074074
