strategy,final_nav,annual,max_dd,sharpe,trades,win_rate,avg_holding
策略3开盘版：1.5倍阈值+周一开盘买卖,11.75838185792,40.873491887414225,-19.517289398203367,1.4508270272268877,102,56.43564356435643,25.504950495049506
