date,open,high,low,close,volume
2025-03-24,392.395962339,392.395962339,386.848432168,390.093588457,21004548
2025-03-25,390.922244574,393.348668772,389.656931342,392.15778573,15774968
2025-03-26,391.999001325,392.30664611,385.617853024,387.007216573,16132906
2025-03-27,387.166000979,389.259970328,384.451780046,387.61258212,13766761
2025-03-28,385.131575782,386.173598444,374.066287517,375.922080258,21632016
2025-03-31,369.704678376,374.205223872,364.449906953,372.537987613,35184676
2025-04-01,371.803609737,379.941310524,370.394398138,379.286324851,19689503
2025-04-02,375.093424141,382.154368177,373.758642731,379.236704724,16092555
2025-04-03,371.937584079,374.612108911,366.543876302,370.275309833,30197997
2025-04-04,361.358573056,371.744065585,356.748863281,357.106128194,49209854
2025-04-07,348.21420148,368.181241244,342.170470042,355.141171175,50424998
2025-04-08,365.457195526,370.811207202,347.588987883,351.866242809,35868918
2025-04-09,350.849030211,390.237486825,350.417335108,387.523265892,50199696
2025-04-10,379.157312522,380.983333186,365.005652373,378.452706722,38024368
2025-04-11,377.743138909,387.086608776,376.011396486,385.49876472,23839220
2025-04-14,390.232524812,391.651660437,381.290977972,384.863627098,19251172
2025-04-15,385.55334686,388.912629441,381.241258605,382.799429825,17199890
2025-04-16,377.777872998,378.710731381,365.20413288,368.786706031,21967826
2025-04-17,370.905485443,371.477605505,364.102566066,364.985804322,21120192
2025-04-21,360.058525736,361.710875956,352.967809623,356.391598369,20807279
2025-04-22,360.614271155,364.975880296,357.126174725,364.033097888,19484993
2025-04-23,373.202897312,377.500000288,370.185993605,371.545585078,20545526
2025-04-24,372.840670386,385.49876472,372.339507106,384.357501805,22232289
2025-04-25,384.059781045,389.180578125,381.678014961,388.872933339,18973165
2025-04-28,388.977135605,389.756171595,383.700531327,388.18817559,16579430
2025-04-29,388.327111945,392.098241578,387.414101613,391.046294891,14973976
2025-04-30,387.33470941,393.646389533,381.519230555,392.257025984,36461075
2025-05-01,427.834656863,433.669983769,421.671837121,422.168038389,58938100
2025-05-02,428.45987046,436.10136998,426.718204011,431.972975434,30757434
2025-05-05,429.581285325,436.160914132,428.827059398,432.85621369,20136053
2025-05-06,428.916375627,434.404361645,427.894201015,430.01794244,15104204
2025-05-07,430.543915784,434.791398634,427.834954584,430.057638542,23307241
2025-05-08,434.602842152,440.299232703,432.350088398,434.84101876,23491330
2025-05-09,436.6571154,437.391493275,432.568416955,435.39676418,15324233
2025-05-12,442.551986457,445.955927152,436.438786842,445.846762874,22821935
2025-05-13,444.378007122,447.249325376,441.976392987,445.727674569,23618819
2025-05-14,444.735272034,450.451510636,444.735272034,449.498804202,19902796
2025-05-15,448.161572484,453.555239984,447.828606724,450.512913247,21992323
2025-05-16,449.439150869,451.735809288,446.138325781,451.64632909,23849781
2025-05-19,448.270937171,456.930631904,448.196370339,456.21976144,21336509
2025-05-20,452.95870533,455.692822496,451.696139734,455.523804344,15441808
2025-05-21,451.944596417,455.136056818,449.204513905,449.956147569,19216906
2025-05-22,452.322401698,457.591791146,451.278466053,452.2329215,18025612
2025-05-23,447.381106311,451.069678924,446.317286177,447.579951196,16883509
2025-05-27,453.843565067,458.287748242,453.480673152,458.029249892,20974293
2025-05-28,458.556188837,459.848680588,454.290966058,454.71848256,17086261
2025-05-29,458.884282897,459.053301049,452.680819603,456.0308588,13982211
2025-05-30,457.059881079,459.013532072,452.908994108,457.701155832,34770475
2025-06-02,454.499753187,459.441048574,454.251197081,459.301857155,16626495
2025-06-03,458.804744943,461.459324155,458.200455338,460.296081579,15743760
2025-06-04,461.320132736,463.000372012,460.345892222,461.19088356,14162688
2025-06-05,462.26961706,466.937500731,461.349959468,464.978878616,20154460
2025-06-06,467.369988356,470.601217734,466.072525482,467.663284561,15285624
2025-06-09,466.987211952,470.695669054,465.913449574,470.019596446,16469932
2025-06-10,468.463635222,470.069307667,464.263037031,468.20016575,15375944
2025-06-11,467.305363768,472.723886879,466.942471853,469.89034727,16399176
2025-06-12,472.276485888,477.640326655,470.785149252,476.10424992,18950582
2025-06-13,473.658457837,476.412459492,470.02953869,472.216832423,16814456
2025-06-16,472.465388529,477.918013537,472.2566014,476.372690515,15626104
2025-06-17,472.649320047,475.974901323,471.341914929,475.279043648,15414128
2025-06-18,475.239274672,478.221947944,471.719720211,477.466337381,17526452
2025-06-20,479.444843985,480.667740027,474.115801072,474.642740017,37576206
2025-06-23,475.448061801,484.932962806,469.780982584,483.193070064,24863952
2025-06-24,486.126032114,489.008288719,483.983478481,487.279332446,22305642
2025-06-25,489.198185584,491.699256545,486.563490861,489.426857202,17495099
2025-06-26,490.132756543,495.163532128,489.963738391,494.576939718,21578853
2025-06-27,494.676362161,496.416254903,490.182467764,493.075660838,34539236
2025-06-30,494.169307704,497.867822562,492.469183939,494.537170741,28368991
2025-07-01,493.602599783,495.173474373,488.144307695,489.208127829,19945375
2025-07-02,487.160025515,490.649753244,485.877476008,488.253672382,16319641
2025-07-03,490.957962815,497.241461175,490.590099778,495.958911668,13984829
2025-07-07,494.507344009,495.86943147,492.364790375,494.845380313,13981605
2025-07-08,494.368152589,495.322608036,491.256230142,493.751733446,11846586
2025-07-09,497.410479327,503.853053594,496.853713649,500.601939728,18659538
2025-07-10,500.144596493,501.526568442,494.875207046,498.583664147,16498740
2025-07-11,495.591048631,502.113160852,494.919947145,500.413037087,16459512
2025-07-14,498.618462002,501.059282963,498.136263156,500.11476976,12058848
2025-07-15,500.11476976,505.364274719,499.886098142,502.898598147,14927202
2025-07-16,502.262294516,503.793400129,498.991296161,502.699753262,15154374
2025-07-17,502.759406728,510.404992548,502.699753262,508.74463776,17503129
2025-07-18,511.508581659,511.667657567,504.49929947,507.104167461,21209666
2025-07-21,503.778486762,509.132385286,502.630157553,507.114109705,14066805
2025-07-22,508.018853931,508.247525548,502.351774714,502.351774714,13868644
2025-07-23,503.823226862,503.862995838,497.808169096,502.948309368,16396585
2025-07-24,505.831560198,510.703259876,504.370050295,507.929373733,16107000
2025-07-25,509.505219445,515.296576714,507.411581653,510.743028853,19125699
2025-07-28,511.110891889,512.02557836,507.17376317,509.5400173,14308027
2025-07-29,512.552517304,514.63044635,508.605446341,509.609613009,16469235
2025-07-30,512.194596512,512.970091562,506.49271944,510.275743373,26380434
2025-07-31,552.018255815,552.24195631,528.827971125,530.418730204,51617326
2025-08-01,531.91006684,532.705446379,517.851733484,521.082962862,28977628
2025-08-04,525.218936466,535.141296218,525.079745047,532.546370471,25349004
2025-08-05,534.077476084,534.196783015,524.194885309,524.701939766,19171569
2025-08-06,527.833746701,528.62912624,521.003424908,521.908169134,21355702
2025-08-07,523.757426563,525.03997607,514.561944288,517.831848996,16079144
2025-08-08,519.581683982,521.629786295,516.410108069,519.024918304,15531009
2025-08-11,519.283416655,524.542863858,516.718317641,518.75647771,20194372
2025-08-12,520.72504207,527.913284655,519.681106424,526.183334157,18688921
2025-08-13,529.036758254,529.623350664,516.370339092,517.573350645,19619160
2025-08-14,519.541915005,522.91223638,517.135891899,519.462377051,20269074
2025-08-15,519.750702134,523.061469466,516.082014009,517.165718632,25213272
2025-08-18,518.572546192,519.800413355,511.051238424,514.11344965,23760583
2025-08-19,512.02557836,512.188730587,505.612830825,506.825784622,21481016
2025-08-20,506.920235942,508.048680664,501.526568442,502.799175705,27723025
2025-08-21,501.604145667,505.527829548,500.638262166,502.151868036,18443254
2025-08-22,502.161826625,508.614991992,500.329446335,505.129486007,24324161
2025-08-25,504.531970695,506.085510506,502.032364974,502.171785213,21638579
2025-08-26,502.266391804,502.886612698,496.445596809,499.96097856,30835709
2025-08-27,499.921144206,505.189237538,497.829840614,504.641515169,17277893
2025-08-28,504.990065767,508.973501179,503.406650191,507.529505842,18015593
2025-08-29,506.553564166,507.489671488,502.402326538,504.591722226,20961569
2025-09-02,498.392500866,503.904579618,494.752636758,503.028223827,18127995
2025-09-03,501.703731552,505.687166964,500.239819038,503.257271363,16345078
2025-09-04,502.211619567,506.045676151,501.066381886,505.866421558,15509486
2025-09-05,506.961866296,509.84985697,490.331023451,492.950132235,31994846
2025-09-08,496.042273973,499.119477829,492.980008,496.136880564,16771015
2025-09-09,499.353504659,500.170108919,495.638951138,496.346010923,14410542
2025-09-10,500.897085881,501.145951009,494.663009462,498.297894275,21611816
2025-09-11,500.170108919,501.086299064,495.818205731,498.935243941,18881608
2025-09-12,504.551887872,510.427455105,501.763483084,507.788429144,23624884
2025-09-15,506.683025817,513.335362955,504.900438471,513.225818482,17143786
2025-09-16,514.739523938,515.088074537,506.493812635,506.931990531,19711922
2025-09-17,508.505447518,509.17267295,503.834869498,507.907932207,15816585
2025-09-18,509.37184472,510.945301708,505.557705313,506.344433807,18913696
2025-09-19,508.445695987,517.149502362,508.196731274,515.785175734,52474093
2025-09-22,513.454866018,515.595962552,510.42247581,512.319586925,20009314
2025-09-23,511.672278671,512.458907579,505.209154715,507.121203713,19799580
2025-09-24,508.266441394,510.357744985,504.820769762,508.037393857,13533711
2025-09-25,506.195054979,507.897973618,502.948555119,504.930314236,15786468
2025-09-26,507.947766561,511.81169891,504.522012106,509.341968955,16213129
2025-09-29,509.381803309,514.704668878,506.772653114,512.468965753,17617775
2025-09-30,511.114597713,516.01422327,507.549423019,515.805092911,19728229
2025-10-01,512.668137524,518.34951228,509.571016491,517.557804492,22632336
2025-10-02,515.496376666,519.439977724,508.564302777,513.604244846,21222886
2025-10-03,514.958612886,518.334574397,512.867309295,515.207577599,15112321
2025-10-06,516.462359754,528.830926708,516.054057624,526.38111393,21388581
2025-10-07,526.097294157,527.606020319,519.280640308,521.810121794,14615208
2025-10-08,521.113020597,524.767822588,520.923807415,522.676518997,13363447
2025-10-09,520.171933981,522.153693099,515.257370542,520.236664807,18343602
2025-10-10,517.488094372,521.411778253,507.519547254,508.844039528,24133840
2025-10-13,514.271470277,514.271470277,509.561057903,511.921243384,14284238
2025-10-14,508.112083271,513.148141491,503.904579618,511.443231135,14684300
2025-10-15,512.822495646,515.048240183,507.88801503,511.303810895,14694654
2025-10-16,510.45733087,514.709648173,506.025758974,509.491347783,15559565
2025-10-17,506.931990531,513.345321544,505.209154715,511.453189723,19867765
2025-10-20,512.478924342,516.551987051,511.303810895,514.649896641,14665620
2025-10-21,515.356956427,516.542028462,510.915425943,515.516293843,15586204
2025-10-22,518.99184124,523.054945361,515.566086786,518.38436734,18962694
2025-10-23,520.296416338,521.780246029,516.462359754,518.404284517,14023532
2025-10-24,520.625049759,523.169469129,518.553663345,521.441654019,15532360
2025-10-27,529.577820848,532.366225636,526.819291825,529.318897546,18734716
2025-10-28,547.72236915,551.426964083,538.530591936,539.825208445,29986683
2025-10-29,542.683323353,544.007815628,534.506027554,539.307361842,36023004
2025-10-30,528.283204339,532.754610589,519.957824328,523.582750553,41023088
2025-10-31,526.68485088,527.128008069,512.96689518,515.665672671,34006424
2025-11-03,517.652411083,522.78606347,512.459007165,514.888902766,22374742
2025-11-04,509.640726611,513.415031664,505.736959907,512.200083863,20958663
2025-11-05,511.174349244,512.698013289,504.477198458,505.059775887,23024342
2025-11-06,503.565987607,503.605821962,493.756777905,495.041435826,27406496
2025-11-07,494.887077704,497.309006434,491.207379242,494.762595347,24019764
2025-11-10,497.964281559,504.751059643,496.734395876,503.904579618,26101480
2025-11-11,502.709548994,507.489671488,500.268499773,506.573481344,17980020
2025-11-12,507.245686069,509.551099314,497.053170295,509.023294122,26574851
2025-11-13,508.196731274,511.373521015,499.21408442,501.205802126,25273114
2025-11-14,496.16675633,509.481389194,495.380027836,508.067269623,28505746
2025-11-17,506.344433807,509.999235798,502.819093468,505.388409308,19092752
2025-11-18,493.313620716,500.897085881,484.764172463,491.745143022,33815114
2025-11-19,488.070423855,493.136557012,480.830529993,485.102764473,23245314
2025-11-20,491.587962356,492.446003897,474.417154311,477.340481886,26802542
2025-11-21,477.410322477,477.82936602,467.20361903,471.04485151,31769248
2025-11-24,473.91829295,475.813966121,466.95418835,472.920570228,34421046
2025-11-25,472.990410818,478.058842246,463.83131623,475.903761166,28019793
2025-11-26,485.202536935,487.197982379,480.104173826,484.394381531,25709079
2025-11-28,486.484610633,491.508144538,485.541762661,490.889556451,14386730
2025-12-01,487.32269772,488.744352826,483.54382291,485.631557706,23963993
2025-12-02,485.606614638,492.376063534,485.212514163,488.88413378,19562722
2025-12-03,475.235286943,483.137250901,474.117837494,476.642075981,34615102
2025-12-04,478.667453106,480.225895998,475.404899805,479.744993646,22318155
2025-12-05,481.416179205,482.299163814,477.789556883,482.059710361,22608710
2025-12-08,483.780782056,491.17889604,483.276932082,489.901810956,21965900
2025-12-09,487.98618333,490.99930595,487.387649469,490.899533678,14696078
2025-12-10,482.927729129,483.147228128,473.998110767,477.47018584,35756229
2025-12-11,475.544580986,484.923174573,474.77633449,482.369004405,24669180
2025-12-12,478.72731647,481.351327228,475.255241397,477.440254158,21248102
2025-12-15,479.006678832,479.625765781,471.443940599,473.73870286,23727694
2025-12-16,470.830341125,476.801711616,469.807675335,475.305127533,20705560
