date,open,high,low,close,volume
2026-01-15,17.0,17.52,16.96,17.26,70282425
2026-01-16,17.38,17.53,17.12,17.13,41789867
2026-01-19,17.13,17.26,16.92,17.03,34408322
2026-01-20,16.98,16.99,16.68,16.77,44830150
2026-01-21,16.62,16.85,16.6,16.75,38355724
2026-01-22,16.83,17.12,16.56,16.71,44745820
2026-01-23,16.85,17.04,16.81,16.89,52064388
2026-01-26,16.89,16.93,16.42,16.62,51710340
2026-01-27,16.66,16.71,16.49,16.53,36529307
2026-01-28,16.6,16.74,16.29,16.74,55408967
2026-01-29,16.74,16.8,16.53,16.8,36271114
2026-01-30,16.79,16.8,16.07,16.09,70041627
2026-02-02,16.27,16.27,15.59,15.85,64329083
2026-02-03,16.01,16.1,15.53,15.83,46381183
2026-02-04,15.73,16.14,15.71,15.92,30801997
2026-02-05,15.8,16.3,15.78,16.15,37043274
2026-02-06,15.93,16.45,15.86,16.31,39619806
2026-02-09,16.45,16.91,16.45,16.59,38701251
2026-02-10,16.59,16.8,16.45,16.5,30197087
2026-02-11,16.65,17.09,16.65,16.94,52945181
2026-02-12,16.99,17.06,16.76,16.91,26580849
2026-02-13,16.77,16.98,16.7,16.97,27056436
2026-02-16,16.74,17.05,16.66,17.05,10937447
2026-02-20,17.01,17.1,16.67,16.8,21897413
2026-02-23,17.0,17.19,16.99,17.19,32530398
2026-02-24,17.05,17.1,16.67,16.8,40908845
2026-02-25,16.8,17.02,16.61,16.65,30673297
2026-02-26,16.7,16.73,16.3,16.31,42892033
2026-02-27,16.23,16.33,16.1,16.15,68248181
2026-03-02,15.95,16.0,15.6,15.77,58474824
2026-03-03,15.86,16.13,15.34,15.41,64661805
2026-03-04,15.32,15.49,14.96,15.13,73246000
2026-03-05,15.74,15.74,15.11,15.16,34990173
2026-03-06,15.19,16.38,15.16,16.36,75575862
2026-03-09,16.0,16.0,15.25,15.81,76726990
2026-03-10,16.05,16.44,16.02,16.07,62689345
2026-03-11,16.15,17.69,16.15,17.39,173424483
2026-03-12,17.29,17.91,17.26,17.56,81033591
2026-03-13,17.39,17.61,17.31,17.4,50767039
2026-03-16,17.48,18.3,17.03,18.02,115897572
2026-03-17,18.08,19.14,18.08,18.84,145563087
2026-03-18,18.83,18.83,17.7,18.15,105448519
2026-03-19,17.79,18.74,17.54,18.34,81472657
2026-03-20,18.71,19.88,18.68,19.52,212126542
2026-03-23,19.52,20.7,19.26,20.0,231062885
2026-03-24,20.3,21.06,19.82,20.9,180312783
2026-03-25,20.8,21.58,20.62,21.24,131617228
2026-03-26,21.14,21.44,20.42,20.62,97716736
