date,open,high,low,close,volume
2025-03-24,613.057413781,620.603870718,610.296128303,616.925346795,15741274
2025-03-25,624.810746315,631.908602773,619.248100383,624.362145837,15312540
2025-03-26,622.946562105,624.800677727,604.723413782,609.079822872,12661891
2025-03-27,600.127751104,612.339653016,598.233660195,600.705947276,10436524
2025-03-28,598.443007085,599.878528616,572.135081251,574.946310916,17602823
2025-03-31,561.747487952,576.900215222,551.579210441,574.567492734,21124677
2025-04-01,569.064660199,588.075351584,568.22727264,584.177511872,12836574
2025-04-02,573.122002304,590.816798952,571.576822878,582.113949671,13470778
2025-04-03,544.521229581,550.841113121,528.650741545,529.966636282,34777460
2025-04-04,505.044387482,516.388995136,492.663014278,503.160265472,38589814
2025-04-07,483.591315715,537.69253341,480.401267868,514.64443772,36606136
2025-04-08,541.560466424,545.727466423,501.296081262,508.862475998,28034211
2025-04-09,507.681161405,586.061633881,500.548413798,583.948227183,39216578
2025-04-10,573.700198476,579.492129097,533.635191305,544.591011878,28173491
2025-04-11,533.839553745,545.697559724,526.946159416,541.879471208,17642327
2025-04-14,554.445269053,556.035308527,526.637023842,529.827071688,14130928
2025-04-15,530.450127908,536.266980778,515.89055016,519.898047767,15558659
2025-04-16,506.928509491,511.773394658,494.088566909,500.747791789,18735075
2025-04-17,503.678648248,505.722272649,496.464454732,499.920373128,14593508
2025-04-21,489.796955666,491.965191312,478.307798969,483.152684136,16165982
2025-04-22,490.34026069,505.303578869,484.847397054,498.724105186,17399408
2025-04-23,526.88126188,533.672674367,514.913598007,518.651935327,18173910
2025-04-24,517.1167248,532.239545372,515.89055016,531.491877908,13910011
2025-04-25,545.099425753,548.149909006,534.58223676,545.567964031,17098921
2025-04-28,553.911932929,556.752969603,538.908739151,548.030282212,15178995
2025-04-29,544.301913792,554.838940895,542.427760682,552.715664986,11835036
2025-04-30,536.725550156,547.392272643,527.853229584,547.292583648,29243971
2025-05-01,590.23361833,591.105897038,568.725717616,570.430399433,31159033
2025-05-02,581.640426944,602.460473591,576.53136594,595.163239143,24739260
2025-05-05,589.381277421,601.333987945,586.221136273,597.406241535,13887724
2025-05-06,590.682218808,594.17631809,584.755708044,585.483437709,10600650
2025-05-07,588.523952062,601.199407802,584.845428139,594.953892253,13160976
2025-05-08,604.399424548,609.394740408,594.764483162,596.150160195,14622805
2025-05-09,601.842401821,605.082294165,589.865965316,590.64732766,10427286
2025-05-12,628.957808515,638.397957605,619.09856689,637.441342007,21965085
2025-05-13,643.537324063,658.864507075,640.830767844,653.98971521,18570821
2025-05-14,659.153605161,660.609064491,652.275064493,657.30935875,12348179
2025-05-15,652.240173344,655.265734349,636.593985548,641.877502293,14341835
2025-05-16,635.970929328,638.448200858,624.202643444,638.348511863,18518972
2025-05-19,626.296112344,641.000239136,625.847511865,638.438231959,9592374
2025-05-20,634.031978371,637.365179615,630.293641051,635.118588419,6743473
2025-05-21,629.825102774,644.599011862,628.210141051,633.523564496,11464569
2025-05-22,632.078074065,641.249461624,628.748461625,634.590236744,8228443
2025-05-23,622.059330048,630.478065692,620.713528612,625.109813301,8454067
2025-05-27,633.4338444,641.079990332,630.782117128,640.322353968,9508367
2025-05-28,640.601483155,648.855731957,640.548847365,641.578435308,9042874
2025-05-29,649.618352771,651.28814344,637.511124304,643.043863537,8883436
2025-05-30,640.50179416,647.390204039,630.812023826,645.47627502,16240951
2025-06-02,642.385916169,671.166129083,642.257915499,668.813468796,15766258
2025-06-03,669.35677382,673.478913772,662.961724778,664.776064491,11585031
2025-06-04,667.238382672,686.857176928,666.490715208,685.810442478,14031931
2025-06-05,689.5089042,692.220444869,680.128169752,682.490798938,13120335
2025-06-06,694.004877883,700.620239605,689.71825109,695.540088409,11727961
2025-06-09,696.287755873,702.99682525,691.78181329,691.901440085,12773221
2025-06-10,699.163783385,701.042920944,689.409215205,700.215502284,10850146
2025-06-11,701.516443672,706.666078097,689.837877884,691.981191281,9582508
2025-06-12,691.143803721,693.217334821,684.863397024,691.203617118,7322730
2025-06-13,685.810442478,692.40985396,678.892026211,680.746241522,9274441
2025-06-16,697.691445333,705.493122799,691.885381094,700.474908265,13720288
2025-06-17,700.35518943,704.315887581,694.429107057,695.596365706,10066110
2025-06-18,696.544139823,699.946150074,693.271824978,694.139786538,10068255
2025-06-20,699.108118223,700.175311879,677.079852436,680.751230067,22538640
2025-06-23,682.0880904,697.412101383,677.159664993,696.893319761,11080055
2025-06-24,703.233429774,711.518970868,700.464931696,710.531290473,13823180
2025-06-25,711.643677988,714.901027979,703.727269971,707.019537956,9320436
2025-06-26,712.681241232,726.513755052,709.383984963,724.388745716,13964793
2025-06-27,724.812749926,733.706861769,724.159284614,731.911079232,18775735
2025-06-30,742.80549329,746.147644123,732.529626551,736.360629296,15402105
2025-07-01,735.148476084,736.021326163,713.693863052,717.534842367,13431248
2025-07-02,713.648968488,718.612311889,711.129884652,711.898080515,9336740
2025-07-03,724.907527338,727.321857193,712.746088935,717.325334404,8601653
2025-07-07,715.918638084,725.296613555,711.838221097,716.666880807,9457080
2025-07-08,719.879336235,721.216096802,713.135175151,718.981444966,7770693
2025-07-09,721.021653459,735.801941396,721.021653459,731.063070812,11417963
2025-07-10,729.835952745,734.075895081,717.913952014,725.536051226,9922249
2025-07-11,720.802168927,723.460924739,708.03714806,715.828848957,10873880
2025-07-14,715.918638084,726.29427052,714.868105299,719.230859207,8939399
2025-07-15,722.203876963,722.774137684,708.156866896,708.725531366,11529511
2025-07-16,711.698549122,712.297143301,697.631685681,701.263057268,13067627
2025-07-17,702.739589576,704.246051593,695.471658586,699.76657182,11803264
2025-07-18,700.544744253,703.058839805,690.029439842,702.62984731,12779752
2025-07-21,705.143942862,715.320043905,704.106379618,711.294498051,9404391
2025-07-22,714.511941763,714.920981119,699.76657182,703.158605501,8921064
2025-07-23,704.709962082,712.954100412,703.278324337,711.908057084,8771615
2025-07-24,715.369926753,721.928423875,712.32707301,713.125198582,10920836
2025-07-25,715.235243062,718.961392061,710.231993383,711.010165816,8271698
2025-07-28,713.524261368,723.03712006,711.010165816,715.948567792,8715743
2025-07-29,718.3130148,722.772541433,698.270086373,698.3598755,13267032
2025-07-30,706.430920346,706.839959702,689.580593973,693.581098637,27077286
2025-07-31,773.383679268,782.911303283,763.716383277,771.627803009,38831098
2025-08-01,758.947582984,764.205135424,743.563712584,748.252700319,19028710
2025-08-04,758.2192934,775.02981326,756.633018825,774.550937917,15801727
2025-08-05,774.625762189,781.294999234,761.212264295,761.671186498,11640294
2025-08-06,768.19586305,771.827334402,758.678315369,770.18120041,9733910
2025-08-07,771.677685857,773.184147875,757.770347765,760.045005645,9019691
2025-08-08,760.962850053,768.096097353,756.802620509,767.497503174,7320755
2025-08-11,768.270687322,771.646159897,762.878351426,764.075539784,7611964
2025-08-12,771.188833945,791.810403411,770.620169474,788.14900235,14579765
2025-08-13,789.296307859,793.592318516,776.406579871,778.252245257,8811750
2025-08-14,776.057399934,785.964133596,770.699982032,780.297442035,8116193
2025-08-15,782.312709104,794.384358381,778.990511411,783.390178626,13375361
2025-08-18,773.268948717,773.992250016,754.787453206,765.572025232,16513737
2025-08-19,765.32261099,765.372493839,747.604223292,749.719256058,12286690
2025-08-20,745.818417325,748.442155377,729.287241415,745.968065869,11898190
2025-08-21,742.96013012,743.753267407,731.392397376,737.368262831,8876307
